,Timestamp,CIT-500A/BLOCK2/OUT.CV µS/cm,CIT-500B/BLOCK2/OUT.CV µS/cm,DST_FIT-500A/STATUS_INDEX.CV No EngUnits,FIC-500AB/PERCENT_A_CALC1/OUT1.CV No EngUnits,FIC-500AB/PID1/OUT.CV %,FIC-500AB/PID1/PV.CV %-vol,FIC-500AB/PID1/SP.CV %-vol,FIC-500C/PID1/OUT.CV %,FIC-500C/PID1/PV.CV gal/min,FIC-500C/PID1/SP.CV gal/min,FIT-500A/BLOCK1/OUT.CV gal/min,FIT-500A/HART_FV/OUT.CV no units,FIT-500A/HART_FV/STATUS_INDEX.CV No EngUnits,FIT-500A/HART_FV/STDEV.CV No EngUnits,FIT-500A/HART_PV/OUT.CV no units,FIT-500A/HART_SV/OUT.CV no units,FIT-500A/HART_TV/OUT.CV no units,FIT-500B/BLOCK1/OUT.CV gal/min,PIT-500C/BLOCK1/OUT.CV psig,PT-500A/BLOCK1/OUT.CV psig,PT-500B/BLOCK1/OUT.CV psig,PT-500D/BLOCK1/OUT.CV psig,TIT-500A/AI1/OUT.CV °C,TIT-500B/AI1/OUT.CV °C
0,2025-09-22 14:00:00-04:00,1470.8853759765625,1482.4708251953125,0,0.0,49.9995231628418,0.0,0.0,57.00055313110352,0.0,0.0,0.024507850408554,0.0,1041.0,0.0,0.0,61634.05859375,0.0,-0.0028322578873485,1.105001449584961,0.504139244556427,0.0235719233751297,0.9092648029327391,21.97962951660156,21.832260131835938
1,2025-09-22 14:00:01-04:00,1470.8853759765625,1482.4708251953125,0,0.0,49.9995231628418,0.0,0.0,57.00055313110352,0.0,0.0,0.0245208647102117,0.0,1041.0,0.0,0.0,61634.05859375,0.0,-0.0028337619733065,1.105001449584961,0.504139244556427,0.0235719233751297,0.9092648029327391,21.97962951660156,21.832260131835938
2,2025-09-22 14:00:02-04:00,1470.8853759765625,1482.4708251953125,0,0.0,49.9995231628418,0.0,0.0,57.00055313110352,0.0,0.0,0.0245338808745145,0.0,1041.0,0.0,0.0,61634.05859375,0.0,-0.0028352660592645,1.105001449584961,0.504139244556427,0.0235719233751297,0.9092648029327391,21.97962951660156,21.832260131835938
3,2025-09-22 14:00:03-04:00,1471.0433349609375,1482.4708251953125,0,0.0,49.9995231628418,0.0,0.0,57.00055313110352,0.0,0.0,0.0245468951761722,0.0,1041.0,0.0,0.0,61634.05859375,0.0,-0.0028367701452225,1.105001449584961,0.504139244556427,0.0235719233751297,0.9092648029327391,21.97962951660156,21.832260131835938
4,2025-09-22 14:00:04-04:00,1471.0433349609375,1482.4708251953125,0,0.0,49.9995231628418,0.0,0.0,57.00055313110352,0.0,0.0,0.024559911340475,0.0,1041.0,0.0,0.0,61634.05859375,0.0,-0.0028382742311805,1.105001449584961,0.504139244556427,0.0235719233751297,0.9092648029327391,21.97962951660156,21.832260131835938
5,2025-09-22 14:00:05-04:00,1471.0433349609375,1482.4708251953125,0,0.0,49.9995231628418,0.0,0.0,57.00055313110352,0.0,0.0,0.0245729256421327,0.0,1041.0,0.0,0.0,61634.05859375,0.0,-0.0028397783171385,1.105001449584961,0.504139244556427,0.0235719233751297,0.9092648029327391,21.97962951660156,21.832260131835938
6,2025-09-22 14:00:06-04:00,1471.0433349609375,1482.4708251953125,0,0.0,49.9995231628418,0.0,0.0,57.00055313110352,0.0,0.0,0.0245859418064355,0.0,1041.0,0.0,0.0,61634.05859375,0.0,-0.0028412824030965,1.105001449584961,0.504139244556427,0.0235719233751297,0.9092648029327391,21.97962951660156,21.832260131835938
7,2025-09-22 14:00:07-04:00,1471.0433349609375,1482.4708251953125,0,0.0,49.9995231628418,0.0,0.0,57.00055313110352,0.0,0.0,0.0245989579707384,0.0,1041.0,0.0,0.0,61634.05859375,0.0,-0.0028427867218852,1.105001449584961,0.504139244556427,0.0235719233751297,0.9092648029327391,21.97962951660156,21.832260131835938
8,2025-09-22 14:00:08-04:00,1471.0433349609375,1482.3447265625,0,0.0,49.9995231628418,0.0,0.0,57.00055313110352,0.0,0.0,0.024611972272396,0.0,1041.0,0.0,0.0,61634.05859375,0.0,-0.0028442908078432,1.105001449584961,0.504139244556427,0.0235719233751297,0.9092648029327391,21.97962951660156,21.832260131835938
9,2025-09-22 14:00:09-04:00,1471.0433349609375,1482.3447265625,0,0.0,49.9995231628418,0.0,0.0,57.00055313110352,0.0,0.0,0.0246249884366989,0.0,1041.0,0.0,0.0,61634.05859375,0.0,-0.0028457948938012,1.105001449584961,0.504139244556427,0.0235719233751297,0.9092648029327391,21.97962951660156,21.832260131835938
10,2025-09-22 14:00:10-04:00,1471.0433349609375,1482.3447265625,0,0.0,49.9995231628418,0.0,0.0,57.00055313110352,0.0,0.0,0.0246380027383565,0.0,1041.0,0.0,0.0,61634.05859375,0.0,-0.0028472989797592,1.105001449584961,0.504139244556427,0.0235719233751297,0.9092648029327391,21.97962951660156,21.832260131835938
11,2025-09-22 14:00:11-04:00,1470.90625,1482.3447265625,0,0.0,49.9995231628418,0.0,0.0,57.00055313110352,0.0,0.0,0.0246510189026594,0.0,1041.0,0.0,0.0,61634.05859375,0.0,-0.0028488030657172,1.105001449584961,0.504139244556427,0.0235719233751297,0.9092648029327391,21.97962951660156,21.832260131835938
12,2025-09-22 14:00:12-04:00,1470.90625,1482.3447265625,0,0.0,49.9995231628418,0.0,0.0,57.00055313110352,0.0,0.0,0.024664033204317,0.0,1041.0,0.0,0.0,61634.05859375,0.0,-0.0028503071516752,1.105001449584961,0.504139244556427,0.0235719233751297,0.9092648029327391,21.97962951660156,21.832260131835938
13,2025-09-22 14:00:13-04:00,1470.90625,1482.3447265625,0,0.0,49.9995231628418,0.0,0.0,57.00055313110352,0.0,0.0,0.0246770493686199,0.0,1041.0,0.0,0.0,61634.05859375,0.0,-0.0028518114704638,1.105001449584961,0.504139244556427,0.0235719233751297,0.9092648029327391,21.97962951660156,21.832260131835938
14,2025-09-22 14:00:14-04:00,1470.90625,1482.3447265625,0,0.0,49.9995231628418,0.0,0.0,57.00055313110352,0.0,0.0,0.0246900636702775,0.0,1041.0,0.0,0.0,61634.05859375,0.0,-0.0028533155564218,1.105001449584961,0.504139244556427,0.0235719233751297,0.9092648029327391,21.97962951660156,21.832260131835938
15,2025-09-22 14:00:15-04:00,1470.90625,1482.3447265625,0,0.0,49.9995231628418,0.0,0.0,57.00055313110352,0.0,0.0,0.0247030798345804,0.0,1041.0,0.0,0.0,61634.05859375,0.0,-0.0028548196423798,1.105001449584961,0.504139244556427,0.0235719233751297,0.9092648029327391,21.97962951660156,21.832260131835938
